Fbxw4	Btbd1
Sec22b	Tgfa
Fpr2	Ptafr
CACNA2D4	Cacng8
Prpf40a	Cwc22rt7
Lyn	Efna1
Xrcc1	Rad50
GTF2H1	Lig3
Fbxw9	Asb16
Dync2h1	Ift172
Asb5	Commd1
SDCCAG8	Tubb5
Ccl6	Fpr-rs3
Ptk6	Ptpn1
Ap2a2	HLA-DQA2
Spsb4	Fbxw25
Tas2r120	Tas2r103
CXCL11	Gnb1
Pramel12	Oog2
ARHGAP11A	Kalrn
RCC2	Rps27
Pno1	Fau
Ndufa10	Ndufaf1
Cdc5lrt9	Gtf2f2
Pramel38	PRAMEF13
PANK4	PANK4
C1R	Ighv1-5
Rlim	Fbxo41
Klhl42	Keap1
Bdkrb1	Nmur1
Eef1g	Rpl9
Mrpl39	Mrpl53
Flg	Casp14
Fpr-rs4	Cxcl10
Pfdn4	Tubb2a
Hdac1	EHMT2
EIF4A3	Cwc22rt5
Ighv1-67	IGHV3-23
Npbwr1	PF4
Apol11a	Serpinc1
Urm1	Nup214
HIST1H4I	NPM1
Hnrnpa1	Rbm8a2
Fau	RPL7A
Alyreffm12	DHX16
Eif4a3	Snrpf
Uts2	Npffr1
S1pr3	Casr
IGLV2-11	Cyfip2
Polr2a	Prpf38a
Cdc5lrt8	Rbm22
Sgo2a	Cenpn
Hnrnpc	Sf3b5
Dynll2	Copb1
Ddx46	PQBP1
Rbm7	Rbm7
PAM16	Tomm6
Csf1	F5
Cp	Apoa1
Xab2	Cwc27
Arhgap30	Tiam1
Sycp2	Smc3
Fzd4	Fnbp1l
IGKV1-12	Abi1
Nup35	Hspa1a
Tas2r119	Ccr2
Polr2b	Nudt21
Gab1	Pxn
Csf2rb2	Grin2d
Pramel35	Pramel11
Abi1	Pxn
Il13ra1	Stat6
S1pr4	Npy4r
Cd300ld5	Cd300lf
Hspa12a	Hspa12a
Snord116l2	Gm26365
Rras	Plxna4
Mbl2	Ighv1-36
Tas2r121	Ccl27b
Polr2j	Rbm22
Kif24	Cep72
Pramel13	Pramel48
Kxd1	Fbxw11
MYH11	Myh14
Usp39	Isy1
Mrps26	MRPL23
Ednra	F2rl1
Ccnk	Srrt
Pnpla2	FAM20C
CYSLTR2	Qrfp
Orc6	Orc4
Tmem216	Cenpj
Brca2	Rad1
Dync1i1	Copa
Zwint	Sgo2b
Fbxw5	Cul3
Prpf3	Prpf31
Hdac1	Pygo2
Ighv1-12	Fcnb
Rab2a	Rab38
MOAP1	Moap1
IGHV3-53	Vpreb3
Tas2r119	Cnr2
Ppie	POLD3
Erlin2	Sos1
Igkv17-127	Elmo1
Srrm1	Zfp36
Lmo7	Siah1a
B3gnt2	B4galt5
Fbxl19	HERC5
Fgfr1op2	Plcg1
Alyreffm9	Wbp4
Insl3	Pthlh
Uba6	Usp7
Cpsf2	SNU13
Cdk2	Tfdp2
Sfi1	Ccnb2
Pik3c2a	Arpc4
Ift88	Dynll2
Ighv1-74	IGLV3-25
Pold2	Aqr
Krt8	Krt24
Arhgap39	Tiam2
St3gal1	Prelp
Grb2	Ins1
Mbtps1	Trf
Npbwr1	Grm8
Agpat3	Gpam
Shc1	Igkv8-34
Oxtr	P2RY11
Dync2h1	Wdr19
TAS2R13	Htr5a
Tas2r124	Fpr1
Tlr6	Peli1
Ighv1-26	Ighv6-7
Alyreffm13	Nup155
Nckap1	Igkv8-26
Srsf5	Sart1
Gm26365	Snord116l16
Prpf6	Hnrnpk
B4galt1	ADAM2
Fbxo17	Btrc
Cdca5	Cenpp
Ighv1-52	Igkv8-26
PABPC1	Eif3e
Rpp21	Rps15a
Cox6a1	ATP5G2
Gnrhr	Mchr1
Gm22863	Gm23265
Fbxw7	Skp1
Nup43	Tpr
Ifnar1	Ifna2
Prkcq	IGHV3-33
Gtf2f2	Cwc22rt3
Gab1	Erbb2
Etf1	Rplp2-ps1
Trav3-3	Trav3-1
Gm22047	Gm25155
IGKV1-16	Ighv10-1
Alyreffm11	Aqr
Ccr2	Oprk1
Ighv8-6	Btk
Rnf7	Fbxw10
Vps28	Vta1
Atr	Gm31571
Rpl13a	Eif3f
Haus2	Tubgcp2
Tbp	Taf4
H2-M1	Cd247
Ramp1	Mc4r
Eif4a3l1	Eif4b
Trpm4	Trpm4
IGKV1D-8	Igkv15-103
Rac3	Rhot1
Hnrnpk	HNRNPL
Nuf2	Xpo1
Bzw1	Bzw1
Hras	Ephb4
Spsb2	Cand1
Taf9	Ccnh
Gna14	Avpr1b
Cysltr1	Trh
Mrgprb1	Mrgprx2
Men1	Calu
Gbf1	Cd59b
Tas2r137	CCL16
Smc3	Fkbp6
Adcy3	Npw
Srsf1	Cherp
Cga	Ramp3
Uqcrc1	Ucp1
Hebp1	Ccr4
Calcr	Adcyap1
Ighv1-20	Igkv8-30
Eif4a3	Cpsf3
Adcy6	Tas2r135
Jchain	Ighv1-72
Tas2r121	TAS2R50
App	Apob
Col4a2	Ppib
Rnf7l	Dcun1d1
Btf3l4	Btf3l4b
Grsf1	Grsf1
Lyplal1	Lyplal1
IGKV1-17	Pik3r2
Kxd1	CLTCL1
IGHV3-11	IGLV3-25
Eif5	Rplp2-ps1
Pramel6	Pramel43
IGHV4-59	Ighv10-1
Gm21094	HIST3H3
Eif4a2	Rpl35a
Cdh15	Abl1
Gnrh1	Ghrl
Pcf11	Sf3a2
Ppwd1	Ncbp2
Cdc23	Anapc13
Ddx23	Rnps1
Cct6a	Tubal3
Ighv1-54	Plcg1
Snord116l2	Gm24760
Epha4	Epha10
Alyreffm11	Igf2bp3
Calca	Ptgdr
Slc25a14	Ndufb7
Pramel20	Pramel21
Plcb2	RXFP3
Gm2042	Oog2
Zap70	H2-Ea
Rac3	Abr
Rasgef1a	Nrg1
Dync1i2	Tmed7
Gnal	Or5w14
RPL7A	Eif4h
Nms	Adcy6
Nmu	Npbwr1
Irak1	Map2k3
Actr2	Igkv6-17
Smad3	Ncor1
Mideas	Mideas
Dnajc6	Sh3d19
Sstr5	Htr5a
Pygo2	Ctnnb1
Iglc3	Ighv1-5
CT47A7	CT47A7
Galnt5	MUC7
Espl1	Incenp
Dynll1	Cep89
Cep57	Haus2
RPS2	Eif2s3x
Gphb5	Drd1
Snrpe	Polr2b
USP17L12	USP17L12
Ighv1-34	IGHG4
Rplp0	Rps6
Adcy3	Ccr2
Sfi1	Tubb4b
Ube2a	Fbxw21
Chrm5	Tacr3
Ighv1-77	Ighv10-1
Cntrl	Cenpj
Fus	Ncbp2
EIF3K	Rpl10a
Cyfip1	Ighv1-39
Ighv1-47	IGLV3-1
Gnat3	Sstr5
Mrpl28	Mrpl57
Bag3	HSPA1A
Cpsf1	Nxf1
GPR150	Vipr2
Rpa1	Rpa3
Ube2m	Fbxw10
Tas2r140	C3ar1
Cdc5lrt4	Polr2k
Plcb1	Ccr1l1
Ighv13-2	IGKV2-28
Uba52rt	Srp72
Mrpl18	Mrps14
Copz2	BC048507
TAS2R30	Gabbr2
Cdc5lrt4	Prpf38a
KLHL33	Klhl33
Stam	Ap2s1
Trappc2l	Sec16a
Haus7	B9d1
Eif4a3	Cnot7
Ptrhd1	Ptrhd1
Strada	Cab39l
Mrpl4	Mrps17
Txlng	Txlng
Pik3ca	Cckbr
Lpar3	Grm6
Stag3	HIST3H3
Fshr	Htr7
Cnot9	Cnot10
Pramel61	Pramel28
Bub3	Cenpc1
Crhr2	Gip
S1pr2	Nmur2
Actn2	Fgfr2
Shank2	Dlg2
Plrg1	Eif4a3
Polr3d	Polr1c
C3	Apln
ATP5B	Ndufb1
Nup88	Polr2h
Rln3	Adora2a
Erbb3	Kras
Srsf5	Prpf3
Snora23	Snora23
Tas2r106	P2ry12
Snord116l15	Snord116l3
Fau	Smg9
Gm31571	Stag2
Arhgef11	Racgap1
Agt	Mme
Gcgr	Pth2r
Or2ag2b	Gngt1
RPLP1	Srp9
Dcn	Sdc1
Stk39	Stk39
Tas2r124	Fpr-rs4
Rnps1	Sf3b1
Ddx5	Smndc1
Sf1	Ctnnbl1
Trf	Apoa1
Apoa2	Rbp1
Fam110b	Fam110b
MIR579	MIR579
Vgf	Chgb
Galr1	Ptgdr2
CPSF1	Alyreffm12
Ube2d1	Anapc2
Mepe	Serpina1c
Tpm1	Myl2
Uba52rt	Rplp0
Rpl35rt	Rbm8a2
Igkv2-109	Ighv8-6
Sp1	GTF2A2
Asb9	Btbd1
Smarca5	ZNRD1
Snrpa	Ppihl
Nup43	Birc5
Rhoh	Arhgef3
Rps13	Rpl29
Rpa3	Ppp4c
Tank	Ly96
Sptbn4	Fgf16
B3gnt7	OMD
Gm26270	Gm26201
Asb10	Fbxo41
Haus3	Cep131
RPL39	Eif4h
Pnpla2	Serpina1e
Sptbn2	Cog5
Zfp830	Ercc5
Ralbp1	Vav1
Ston2	Fcho2
Defa29	PRSS2
P2ry6	Uts2
Serpina7	Serpina7
Ubc	Snca
Ighv1-67	Ighv8-8
Aurkb	Birc5
Psme4	Psmd9
Mrps6	Mrps28
Pip4k2a	Map2k3
Rpl15	Spcs2
Ralbp1	Sos2
Rpn2	Rpl28
Ighv1-26	Pik3cb
Ccl6	Pdyn
TAS2R31	Npb
Cpsf3	Hnrnpc
Asb6	Btbd6
OR2A42	Or2a51
NMB	LTB4R
Odf2	Tctn2
Angptl6	Angptl6
Adcy7	Adora3
Gng4	Gnb4
Asb10	Fbxl22
Bub1	SPC25
Pi4kb	Sacm1l
Fpr3	OXER1
SKIV2L	Exosc3
Oog3	PRAMEF15
Ppp2r1a	Ncbp2
Rfc1	Rfc2
GRDX	GRDX
Rbm48	Rbm48
Frs3	Jak3
Eif1ad16	Eif1ad3
Rhobtb1	Rhoq
Timeless	Trp53
Ccl6	TAS2R31
LINC00612	LINC00612
AP2A2	Wasl
PRAMEF11	Pramel44
Arhgef1	Fgd2
Arhgap22	Net1
Pik3r4	Ambra1
IGKV3-15	Ptpn6
Ranbp2	Cenpt
Pno1	RPS25
MLN	Ffar1
Hnrnph1	Prpf31
S1pr3	Cxcl5
Or4s2b	Gngt1
Max	Bmyc
Krt73	Krt17
Ccl9	LTB4R
CXCL1	NPBWR2
Tas2r119	Npy4r
Cyp1b1	Ephx2
Gna14	Lpar5
Lpar3	PF4
Tas2r116	Tas2r121
IGHV2-70	C1qc
Sec24c	Trappc2
Wsb1	Gps1
CYSLTR2	Bdkrb2
S1pr1	Ppy
Ndufs1	Hadh
Tas2r136	Cxcl12
Smad1	Bmpr1a
ATP5S	ATP5J2
Tas2r109	CCL5
Fcgr3	IGHV3-11
Gbf1	Racgap1
Gm20730	Igkv6-25
Gm25944	Snord116l14
Rpl35	Rps23
Ccl27b	S1pr3
Car7	Idh3b
Ighv1-62-1	IGKV2-28
Eif4a3l1	CNOT3
Dsg4	Klk5
Ighv13-2	Masp1
Chchd4	Chchd10
Npsr1	Sct
Tas2r116	SAA1
Eif3g	RPL5
Sec22b	Copb1
Ighv1-23	Cblb
Fbxo30	Spsb3
IGLV2-11	Actr3
HLA-DRB1	Ap1s2
Artn	Egfr
Ighv1-81	Tec
MIR378I	MIR378I
Fbxw15	Unkl
CYFIP1	Igkv17-127
Hcrt	Agtr1b
Gspt2	Rpl7
Nlgn2	Homer3
Apol7c	Golm1
Rps6ka5	Sh3gl2
Pramel18	Pramel4
Mc5r	Adcy8
Sptb	Il5ra
AI597479	Tsen2
Cox7b	ATP5H
Ighv1-85	IGHV4-39
Ighv1-24	Igkv15-103
IGLV1-51	Fcer1a
Kxd1	EEF1D
Ighv14-3	Masp2
RPL18A	Rpl9
Tas2r106	TAS2R7
Bri3	Bri3
Lman1	Tgfa
DLC1	Trio
HLA-DRB1	Ap1m1
Gzmg	Gzmn
Rtl9	Rtl9
Plrg1	Prpf31
Dennd4a	Gdi1
FGFR1OP	Bora
Gm56401	Gm56400
Smc3	Clasp2
Exosc7	Cnot10
Snord116l9	Gm22047
Ifnar2	Ifna2
Cops3	Asb2
Gm29564	HIST3H3
Ighv8-9	Igkv17-127
Uba52rt	Xiap
Polr2g	Ints9
Sprr3	Cstdc4
Pafah1b1	Nuf2
Calr	HLA-B
Cox5b-ps	Cox8a
Mrps27	Mrpl10
Gnai3	Gnb2
Leprotl1	Leprotl1
Ccl21f	Npy2r
Mrpl53	Mrps28
TAS2R13	Gnai3
Eif4a3	Eif4e
Tas2r120	Chrm2
Apob	Lrat
Ap2a2	Vamp3
Wsb1	Fbxw25
Ighv15-2	IGLV1-44
Gm57478	Syne2
Akap8l	Akap8l
Hcar1	Lpar1
Cxcl9	Sstr4
Eif3j2	Rpl8
Tmem201	Tmem201
Haus6	Cep162
Fbxo15	Mylip
IGLV2-14	Igkv8-28
Etf1	MAGOHB
Ccl27b	Rln3
ORAI1	Stim1
Nup98	SKA1
Med12	Med19
Igfbp3	Trf
Prpf3	Hnrnpc
Hsd3b3	Hsd3b2
MUC12	MUC6
Rrp7a	Tsr3
Gm22373	Gm26502
Mrpl40	Mrps18a
Pramel24	Pramel53
Ighv6-6	Igkv8-16
Terf2	Gm28102
RPL9P7	RPL9P7
Smg9	Rps15a
Ccl27al	Ccr1
Pcsk6	Dsp
Mcf2	Arhgap33
Kalrn	ARHGEF5
Rad21	Cenpk
Chm	TRAPPC12
Brk1	Igkv8-28
Cc2d2a	Mks1
Exosc8	TTC37
Btrc	Klhl22
Itk	Ighe
Eif4a3l1	RPS11
TAS2R8	Sst
Fbxl19	Cul3
Pip5k1a	Kl
Napa	STX10
Ighv8-5	IGHV4-39
Trappc2l	Gorasp1
CDK7	Ncbp1
Arhgap21	Rhof
Fam20c	Scg2
Gm6121	Hspa2
Nup188	Upf3b
Ighv1-76	MASP1
Tas2r123	Sstr1
Ubb	Reps2
Fpr-rs4	Cckar
Aplnr	Tas2r118
Uba52rt	Eif3l
Pdk3	Dlat
Tmem40	Tmem40
Psmd11	UBD
Lrwd1	Lrwd1
Rara	Ajuba
Ntsr1	Npsr1
Srsf4	Prcc
Grin2a	Actn2
Taf4b	Ercc3
Frs3	Pik3r1
Ighv1-50	Arpc2
NPW	Oxgr1
IGKV1-17	IGLV3-27
ADCY4	Gnat3
Cxcl9	Ccr8
Per3	Per3
Npy4r	AI182371
Ighv1-62-1	Masp1
Acvrl1	Bmp10
Shc1	Frs2
Sstr4	C3
DHRS11	Dhrs11
Gm55471	Gm55308
Actr3	Ighv8-9
P2ry6	Lpar3
Zfp748	Zfp729a
BET1	Sptan1
PMF1-BGLAP	Cdc20
Gtf2f2	Ccnh
Ndufb4	Ndufb2
Wnt3a	Dvl1
Alyreffm7	Cwc22rt7
UTS2R	SAA1
Fbxo7	Fbxo41
Eif2b4	RPS10
Defa38	Try5
Nsg1	Nsg1
Kxd1	Chuk
Nmu	Tas2r108
Hgs	Slc2a8
Spsb2	VHL
Tas2r105	C3
Polr2i	Crnkl1
Ubc	Itsn1
Mylip	Rps27a
ZP4	Adam20
Polr3d	Polr3b
Gna15	Grm7
Nek9	Gm49336
TUBA3E	Tubb3
Cdc5lrt1	Srsf3
Dram2	Dram2
Cyfip2	Ighv1-4
Gtf2f2	Lsm7
ZAP70	HLA-DQA1
Mir877	Mir877
FCF1	Rcl1
Lpar4	Adra1d
Ighv1-59	IGHV3-33
Hnrnpu	Rbm17
Ighv1-26	Ighv8-13
Adcy3	Npy4r
Polr2b	Nup50
Rhobtb1	Rhoc
Pold1	Poli
Usp10	Rps27a
H2AFX	Gm21488
Chchd1	Mtfmt
Csf2	Fgf7
Cog2	Golga1
Pak2	Kras
Txnl4a	Zcrb1
Eif4a2	Uba52rt
Lsm6	HNRNPR
Fbxo7	Fbxl22
Tle3	Ubb
Tas2r118	Fpr-rs3
Polr2a	Cstf1
Rnf139	Os9
Tsfm	Mrpl53
Tas2r129	TAS2R7
Rasgef1a	Sptb
Med9	Med21
Ucp2	ND5
Fstl1	Apol8
Polr2e	Rfc5
Adra2b	Oxgr1
Lpar6	Kng2
Rac2	RHOU
Cysltr1	GCGR
TAS2R13	Ccr9
Rps21	RPL21
Elmo1	Bcar1
Ccl5	P2ry14
Pnoc	Drd3
Ighv1-59	Pak1
Atr	Atrip
TRIM15	Trim15
Spsb1	TRIM69
C1rb	Ighv10-1
Cdc5lrt8	Srsf5
Uba2	NUPL2
Gast	Kng1
Adcy4	Tas2r126
Tas2r137	Plcb2
Polr2c	Nup37
TAS2R5	Cxcl13
ATP5A1	ATP5G1
Plk1	Rab8a
RPL18A	EIF3K
Polr2d	Rbx1
Ptpn13	Pik3r2
CCL25	Tas2r108
Tbc1d20	Rab1a
Chchd1	Mrps16
Pex3	Pex19
Ppp1r12a	Rhoa
Wasl	Nck1
ATP5B	Cycs
Chn2	Fgd2
Igf2r	Rps27a
Cpsf7	Alyreffm17
Fgfr3	Irs1
Rps13	Smg8
Cetn2	TUBGCP3
Hmgn1	Polr2e
Hnrnpc	Hnrnpf
Gadd45b	Gadd45b
Rbm8a	Paip1
Upf3b	CWC25
Zfp985	Zfp989
Zbtb16	Tes3-ps
Ifna6	Ifna11
Acvr2b	Bmpr2
Fpr-rs4	Cxcl13
Gper1	Hebp1
Polr2b	Sf3b1
IGKV1-33	Igkv8-18
Wrap53	Cct2
NOP9	NOP9
Trbc2	Trbc1
Mtm1	Pikfyve
Ube2d1	Ubb
Prpf8	DHX16
Col4a3	Col6a2
MIR4308	MIR4308
Pramel31	Pramel26
Pramel40	Pramel23
Racgap1	Prex1
Akap9	Aurka
Chmp5	Ubb
Poldip3	Eif4a3l2
TNNT3	Tnni1
Mrpl10	Mrpl12
NOP10	Dcaf13
Pla2g4a	Cyp4f40
Apol11a	Cst3
B3gnt5	Muc1
ST2	ST2
U2AF1L5	Prpf40a
Sptbn5	Cope
Kmt2c	Rarg
Tcap	Tmod1
Pik3r5	F2rl1
COL7A1	Sec24b
SPRR2E	Stfa2l1
Ep300	Hspa1b
Cdc5lrt5	Cstf3
Fpr-rs4	Npffr1
Gip	Adcyap1r1
Srsf1	Sf3a3
Galr3	Grm4
Eif3i	Eif3c
Cxcl5	Casr
Ggps1	Idi1
Gspt1	Smg9
Jchain	IGKV1-17
Fgf6	Trib3
Mrps16	Mrps12
Adcy5	Drd3
Gpc6	Ndst2
Rpl19	Rpl15
Cacna2d1	Cacng7
PTEN	Cd86
Cdk1	Foxm1
Cdc5lrt8	Lsm8
Ruvbl1	Cenph
Polr2l	Polr3k
RPL17	Srprb
Zfp473	Alyreffm9
Ighv1-82	Lat
Eif4a3	Kxd1
Plcd4	Inpp5a
Prkag2	Cab39l
Fpr3	Adra1b
Rab3ip	Gdi1
Gm22047	Gm23265
Actr3	Ap2m1
Slc52a2	Slc52a2
Dus2	Nup54
Tas2r137	RLN3
Fbxl18	Asb4
Ubc	Stub1
Ranbp2	Nup54
Pik3cb	Ighv6-6
Pon3	Pon3
Btc	Jak1
Dhx9	Alyreffm5
Pik3cg	CXCL3
Htra3	Htra3
Rnf8	Sae1
Tacr3	Prok1
Sstr5	Ccr9
Gdi2	Rab3il1
Prl3d1	Jak2
Tulp4	Btbd1
Rgsl1	Rgsl1
Polr2j	Lsm8
Prcp	Kng2
Asb14	Ccnf
Actr3	Ighv10-3
Cxcl13	CCL5
Ube2f	Asb16
RPL17	Magoh
Ptger3	Agtr1a
Igkv8-21	Igha
Inpp4a	Inpp5j
Srsf4	Gm49336
PSMB8	PSME2
Ighv1-56	Igkv7-33
Tnnc2	Tnni1
Ighv8-12	IGHV3-13
Igfbp1	Amtn
Upf1	Rnps1
Oxtr	Kalrn
Psmb6	Psmb3
Fpr2	Cnr2
RPP21	Polr3k
SERPINA1	Aplp2
Ighv1-7	IGLV2-8
Lsm6	DHX16
Srsf6	Fus
Pramel26	Pramel57
Ssxb15	Ssxb1
Boc	Shh
CYSLTR2	F2r
Ccl28	Pyy
Sec11c	RPLP1
Lrrc4c	Lrrc4c
Gtf2f1	Rbmx
Fpr2	Pik3r1
Tsr1	Rpp40
Alyreffm13	Thoc5
Rpl28	Rpl27
Ddb2	Ercc5
Gpr25	Pth1r
Wasl	Kirrel1
Ighv15-2	Cbl
RFWD2	Cops6
Rbm5	Alyreffm7
Pik3cd	Grb2
Fpr-rs6	S1pr5
B3gnt3	Muc1
TAS2R14	Sstr5
Col5a1	Col16a1
Csf2rb	Erbb4
Fpr3	Hc
AY761185	AY761185
Polr2i	Ctdp1
Actr2	Ighv1-49
Actr2	Ephb2
HLA-DRB1	PTPRC
Srsf7	Hnrnpul1
Tnf	Rnf31
Ndufa8	ND5
Ighv1-67	IGHG2
Klhl11	Kctd7
Ccl21a	App
Pramel49	Pramel7
Ston2	Cd3g
NDUFS1	Ndufb6
Hsd17b3	Cyp17a1
Poli	Rfc2
Pafah1b1	Cep135
Uba52rt	Eif3b
Ighv8-12	Ighv8-2
Snord116l12	Gm22584
Arpc5	Cd4
HNRNPH1	Isy1
Ighv8-6	C1s1
Gm23265	Snord116l12
Ighv1-42	IGHV3-53
Crx	Crx
Guca1a	Guca1a
Gm22131	Gm23313
A4gnt	Muc5b
CDK7	Polr1d
Tmem170b	Tmem170b
Rbmx	Hnrnph2
Lpar1	Gper1
Tial1	Ncbp1
Mrpl24	Dap3
Slc25a14	Ucp1
Nedd8	Klhl2
Glp1r	Ptger2
Klc2	Rhog
Ldlrap1	Tgoln1
Brca1	Kat5
Rapgef2	Sptan1
Pik3ap1	Fgf4
PXDNL	PXDNL
Slc25a14	Ndufc1
Igdcc3	Igdcc3
Fpr-rs3	Cort
Cpa1	Cpa1
Slc25a45	Slc25a45
Htr2b	Pik3r6
Krt2	Krt25
Socs1	Ifna9
Akt1	Rptor
Ighv1-11	Ighe
Ighv1-58	Ighv10-1
GNG5	Kcnj2
Jarid2	Suz12
Pcsk9	Apol7b
N4bp3	N4bp3
Tuba1c	Tbcb
Spdl1	Cenpa
Igkv18-36	MASP1
RPS11	RPP21
Cdc5lrt5	Srsf7
Cftr	Amph
Ighv1-82	Igkv2-137
Grb2	Egfr
Gapvd1	Amph
Ndufs7	Ndufa6
Mzt2	Cep131
Klk1b1	Klk1b1
Pcnx2	Pcnx2
Mc1r	Rxfp1
Gm20817	Pot1a
Elob	Socs5
Cdc5lrt6	Lsm4
KIR3DL2	H2-M11
Hnrnpa0	Cstf3
Tomm20	Gfer
Prkab2	Lamtor5
Sstr4	OPRL1
Ighv1-50	Igkv6-17
Cdc5lrt5	Polr2g
Klc2	Copz1
TGOLN2	PROC
Mad2l1	Pds5a
Plcb1	Drd1
CXCL11	Cxcr6
Sptbn4	KCNQ2
Igkv18-36	Fcgr2b
Mrpl40	Mrps27
IGHM	Igkv6-13
HLA-DQB2	PDCD1
Eif3m	Rps18
Spsb3	Cops8
MUC21	Galnt7
Cdc20	SPC25
Pip	Azgp1
Ndufv2	Ndufb10
Ighv1-42	Ighm
RPN2	Dad1
Kif26a	Surf4
Ubc	MARCH6
Adcy3	Pde4a
App	Drd3
Seh1l	Aurkb
Rpl30	EIF3K
Adcy6	Calcb
Rac2	Arhgef1
Pafah1b1	Cep192
Ighv1-54	Igkv6-14
Gnal	Or8b3
Nup107	Clip1
Lpar3	P2ry13
Ighv1-22	Igkv8-34
Myzap	Myzap
Crebbp	Hdac3
Fbxo21	Fbxo32
Tpm4	MYL5
Polr2l	Cd2bp2
Ndufs3	Uqcrq
Eif2b4	RPS4Y1
Msln	Apoa2
Aurka	Cep164
Pramel17	Pramel46
Erbb4	Jak2
Gip	Ucn
Rasgrp1	Camk2g
FGA	Ano8
Htr2b	Xcl1
Rtcb	Tsen15
GPR75-ASB3	Fbxw7
Mrpl50	Mrps33
Rpl13a	RPS9
Usp14	Psmd3
ATP5O	NDUFB10
Fbxl14	Fbxo2
Prpf6	Prpf31
Nms	Pomc
Rpl32	Ssr1
Serpina1e	Serpina10
Ambn	Eva1a
Actr2	Arpc1a
Stk3	Casp3
Lmo7	Ubr2
Ncoa1	Med9
Igkv2-109	IGKV2-30
Adcy1	Pth
CXCL5	Adora1
Krt75	Krt19
Ercc2	FBL
Als2cl	Chml
Cltb	Cftr
Ighv8-6	Ighv1-81
Med18	Med4
Fbxo4	Ubc
Ybx1	Hnrnpd
Vps37a	Nedd4l
Uba52rt	Rps7
TAS2R5	Htr1b
Sp1	Taf13
Sh3kbp1	Igkv6-15
Lmnb1	Gm10486
Ptpra	Gdnf
Tas2r107	Ccl27b
HLA-A	H2-M11
Adcy7	Sst
Tas2r118	Pdyn
GNAQ	Grm7
Ifna12	Jak1
Tubb2b	Tubb4a
Smad2	Mtmr4
Pard6g	F11r
SPRR2G	Cstdc6
Ighv1-50	Vav3
IGKV3-11	IGHV3-7
Hnrnpa1	Pcbp1
Ano4	ANO4
Vta1	Ubc
Arf1	Cyth4
Syt1	Arpc4
Spsb1	Ubb
Spsb2	Asb18
Hspa9	Tmem11
Rnf114	Fbxw11
Mfge8	Lamb1
Rhobtb3	Stx16
Ccr5	Mchr1
Apob	Cdh2
Tas2r118	TAS2R31
Tsr3	Utp3
Itgam	Jam3
Csf1	Pdia6
Rhobtb1	Arhgap11a
TOMM5	Dnajc19
Grin1	Epha6
Polr2k	Gtf3c2
Fbxl19	Klhl5
TAS2R10	Agtr2
Prkcb	IGLV1-47
Apoa1	Sdc4
Snrpa	Srsf2
Tbp	Ints4
Ccr5	Cxcr1
Rps27a	Axin1
RPL31	EEFSEC
Gab2	Ighv1-39
NDUFA3	Idh3b
Svs3b	Eppin
Igfbp7	Serpina1c
Calu	Ahsg
Eif1ad4	Eif1ad16
Gm20730	IGLV3-21
IGLV3-1	Igkv17-127
Clint1	Ap1s3
Rab8a	Pafah1b1
DIEXF	Emg1
Cdc42	IGLV1-47
Ccl27al	TAS2R41
HLA-B	Cd3g
Kctd6	Asb4
Ighv1-12	IGHV3-30
Ptpn11	Ppp2r1a
Ube2l3	Ube2l3
Gm49336	Nup37
Nup153	Gm49336
Fbxo9	Ccnf
Tchh	Csta2
Fbxo27	Asb12
Rab1b	Serpina1c
Rragd	Rraga
Krtap12-23	Krtap10-4
Cck	Bdkrb1
Ybx1	Snw1
Dusp12	Dusp12
Rhobtb2	A2m
Pramel32	Pramel35
Zfp992	Zfp993
ND3	Dlst
Cltc	Fzd4
Dnajc8	Alyreffm8
Hrh3	Drd3
Polr2d	Lsm11
Apeh	Rpl4
Ube2j2	Tmem129
Col1a2	Col13a1
Ccl21d	Cxcl10
Ighv8-4	Igkv2-112
Aplnr	Oprk1
RPP21	Rps26
Grm5	Agtr1b
Polr2j	Ctr9
Arhgap15	ARHGEF5
Syt1	APOB
PARN	Dcp2
Ndufs4	Ndufaf6
Upf3a	Rpl9-ps6
Ap2a1	Nsf
Mrgprb4	Mrgpra6
Phospho1	Chat
Sdccag8	Cep70
Tas2r138	CXCL5
Oprd1	Oprm1
U2AF1L5	U2af1l4
Snrpn	Alyreffm3
U2af1l4	Cwc22rt7
Zmat5	Snrnp25
Sun2	Gm29866
Ddost	Rps29
Rpa1	Rfc2
Cstf3	HNRNPL
Dhx16	Dhx38
GPR75-ASB3	Kbtbd7
Gm24264	Gm24711
PANDAR	PANDAR
Vps72	HIST1H4I
Nucb1	SERPINA10
Prame62	Pramel30
Srrm1	Nudt21
Ccl21e	Tas2r119
ATP5I	Ndufb11
Polr2h	GPKOW
Fyn	Stat3
Smurf2	Fbxw9
IGHV3-53	C1qa
Ighv8-8	Igkv6-17
Msr1	Col1a2
Plcb4	Dgkh
Pfdn5	Pfdn4
Trat1	Plcg1
Arhgap30	ARHGEF5
Gm20883	Dido1
Ighv1-67	IGHV2-5
Cops3	Neurl2
Atp6v0e	Atp6v1g1
Ercc3	Polr1b
Ubc	Sgip1
Hnrnpm	HSPA8
Ccnc	Med7
AY761185	Defa36
Dync1i2	Cep162
Tas2r107	TAS2R50
Nudt21	Zc3h11a
Smarca5	Taf1c
Rbmyf3	Rbmyf4
Tubg2	Ywhag
